task,taskSettings,findings,name,complianceRuleCalc,is_enabled,tpaAdditionalParams,apps,status,owner,presets,action,type,id,description,actions,severity,category
63f7a0224a6f4f0a5a1c1df9,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 4, 'calcDate': '2023-05-19T12:52:58.667Z'}",Retention: UK Supplier Invoices Past Retention,"{'bigidQuery': 'catalog_tag.Retention.Policy=""uk supplier invoices past retention""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecf8f69d609e9c8113e4dc,Retention policy,[],medium,
63f79ff74a6f4f84811c1de1,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 4, 'calcDate': '2023-05-19T12:52:58.679Z'}",Retention: Delete old invoices,"{'bigidQuery': 'catalog_tag.Retention.Policy=""delete old invoices""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecf8f69d609e9c8113e501,Retention policy,[],medium,
63f79ffc4a6f4f50501c1de4,"{'includeLinkToInventory': False, 'includeLinkToCatalog': False, 'includeObjectsReport': False}","{'violated': True, 'findingsAmt': 3, 'calcDate': '2023-05-19T12:52:58.680Z'}",Retention: Delete Resumes Over 2 Years Old,"{'bigidQuery': 'catalog_tag.Retention.Policy=""delete resumes over 2 years old""', 'maxFindings': '0'}",True,,,VIOLATED,bigiddemo@bigid.com,[],,catalog,63ecfad69d609e9c811432d1,Retention policy,[],medium,
6467712a9e5ba56dc74766b5,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 5, 'calcDate': '2023-05-19T12:52:58.689Z'}","Tokens, Keys and Secrets","{'bigidQuery': 'field IN (""classifier.Azure DevOps Personal Access Token"", ""classifier.Azure Subscription Key"", ""classifier.Azure Subscription Management Certificate"", ""classifier.Azure Storage Account Access Key"", ""classifier.AWS Access Key ID"", ""classifier.AWS Access Key ID for STS Service Bearer Token"", ""classifier.AWS Access Key ID for IAM User"", ""classifier.AWS Access Key ID for Public Key"", ""classifier.AWS Access Key ID for Role"", ""classifier.AWS Access Key ID for Certificate"", ""classifier.AWS Access Key ID for Temporary (AWS STS) Key"", ""classifier.AWS Access Key ID for Context-Specific Credential"", ""classifier.AWS Secret Access Key near Term"", ""classifier.AWS Secret Access Key near AWS Access Key ID"", ""classifier.Textual PPK Private Key"", ""classifier.Tokens, Keys and Secrets (Narrow)"", ""classifier.PGP Private Key"", ""classifier.PKCS 1 Private Key"", ""classifier.Product Keys"", ""classifier.Unencrypted PKCS 8 Private Key"")', 'maxFindings': '1'}",True,,,VIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c48,"Tokens, Keys, and Secrets are a component of asymmetric cryptography infrastructure. As they are integral to network security and decrypt sensitive information, they are highly sought after by hackers and should be kept in safe locations. This data risk is considered critical.",[],critical,"Tokens, Keys and Secrets"
6467712a9e5ba526044766b6,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 24, 'calcDate': '2023-05-19T12:52:58.694Z'}",Passwords,"{'bigidQuery': 'field IN (""classifier.Cleartext Password near Term"", ""classifier.Common Hashed Passwords"", ""classifier.Explicit Password"", ""classifier.Explicit Password (Narrow)"")', 'maxFindings': '1'}",True,,,VIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c4a,"Passwords such as cleartext passwords, common hashed passwords, and explicit passwords are private and confidential personal information. Passwords are the most common data stolen by hackers and should be kept in safe locations. This data risk is considered critical.",[],critical,Passwords
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': False, 'findingsAmt': 0, 'calcDate': '2023-05-19T12:52:58.698Z'}",Email and Cleartext Password,"{'bigidQuery': 'field IN (""classifier.Email and Cleartext Password"")', 'maxFindings': '1'}",True,,,UNVIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c4c,Email and Cleartext Password creates a very high data risk and should be kept separately and in safe locations.,[],critical,Email and Cleartext Password
6467712a9e5ba5aacd4766b8,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 6, 'calcDate': '2023-05-19T12:52:58.699Z'}",Username and Explicit Password,"{'bigidQuery': 'field IN (""classifier.Username and Explicit Password"")', 'maxFindings': '1'}",True,,,VIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c4e,Plain text Username and Explicit Password creates a very high data risk and should be kept separately and in safe locations.,[],critical,Username and Explicit Password
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': False, 'findingsAmt': 1, 'calcDate': '2023-05-19T12:52:58.717Z'}",Credit Card near Card verification value (CVV),"{'bigidQuery': 'field IN (""classifier.Credit Card near Card verification value (CVV)"")', 'maxFindings': '1'}",True,,,UNVIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c50,Credit Card near Card Verification Value (CVV) creates a very high data risk and should be kept separately and in safe locations.,[],critical,Credit Card near Card verification value (CVV)
6467712a9e5ba568e34766c0,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 2, 'calcDate': '2023-05-19T12:52:58.723Z'}",Credit Card near Personal identification number (PIN),"{'bigidQuery': 'field IN (""classifier.Credit Card near Personal identification number (PIN)"")', 'maxFindings': '1'}",True,,,VIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c52,Credit Card near Personal Identification Number (PIN) creates a very high data risk and should be kept separately and in safe locations.,[],critical,Credit Card near Personal identification number (PIN)
6467712a9e5ba5391e4766c4,"{'includeLinkToInventory': False, 'includeObjectsReport': True}","{'violated': True, 'findingsAmt': 1614, 'calcDate': '2023-05-19T12:52:58.738Z'}",Personal Identifiable Information with High Sensitivity,"{'bigidQuery': 'catalog_tag.system.sensitivityClassification.Sensitivity IN (""High"") AND field IN (""classifier.New Zealand Driver\'s License Number"", ""classifier.New Zealand Passport Number near Term"", ""classifier.Australian Superannuation Member Number near Term"", ""classifier.Australian Medicare Card Number near Term"", ""classifier.Australian Tax File Number (TFN) near Term"", ""classifier.Australian Driver\'s License Number (Narrow)"", ""classifier.Australian Driver\'s License Number"", ""classifier.Gender and Sex (Spanish)"", ""classifier.Gender and Sex (Spanish) (Wide)"", ""classifier.Mexican Postal Code near Term"", ""classifier.Mexican Passport Number"", ""classifier.Mexican Passport Number (Wide)"", ""classifier.Mexican Ethnicity (Spanish)"", ""classifier.Mexican Ethnicity (Spanish) (Wide)"", ""classifier.Mexican Social Security Number near Term"", ""classifier.Canadian Passport Number near Term"", ""classifier.Ontario Driver\'s License Number near Term"", ""classifier.Quebec Driver\'s License Number near Term"", ""classifier.Spanish Family Name (Narrow)"", ""classifier.Spanish Family Name (Medium)"", ""classifier.Spanish Given Name (Narrow)"", ""classifier.Spanish Given Name (Medium)"", ""classifier.US Given Name"", ""classifier.US Family Name"", ""classifier.US Middle Name"", ""classifier.US Full Name"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name (Wide)"", ""classifier.US Full Name (Wide)"", ""classifier.Indian Given Name (Medium)"", ""classifier.Indian Given Name (Narrow)"", ""classifier.Indian Family Name (Medium)"", ""classifier.Indian Family Name (Narrow)"", ""classifier.Chinese Family Name (Medium)"", ""classifier.Chinese Family Name (Wide)"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Gender and Sex (English)"", ""classifier.Crime (English)"", ""classifier.Religion (English)"", ""classifier.Date of Birth (DOB)"", ""classifier.Car Model"", ""classifier.Sexual Identity and Orientation (English) (Narrow)"", ""classifier.Gender and Sex (English) (Narrow)"", ""classifier.Challenge Question (English)"", ""classifier.Partial Date of Birth (DOB)"", ""classifier.Income"", ""classifier.Age"", ""classifier.Marital Status"", ""classifier.Marital Status (Portuguese)"", ""classifier.Vehicle Identification Number (VIN)"", ""classifier.Vehicle Manufacturer"", ""classifier.US Ethnicity (Wide)"", ""classifier.US Ethnicity (Medium)"", ""classifier.Date of Death"", ""classifier.Income (Wide)"", ""classifier.Employment Status (English)"", ""classifier.Employment Status (English) (Wide)"", ""classifier.Employment Date (English)"", ""classifier.Income (Spanish)"", ""classifier.Religion (Spanish)"", ""classifier.Nationality (Portuguese)"", ""classifier.US Phone Number (Narrow)"", ""classifier.US Phone Number near Term"", ""classifier.US Phone Number (Wide)"", ""classifier.US Political Affiliation"", ""classifier.US Trade Union"", ""classifier.US Geodemographic Segment"", ""classifier.UK Trade Union"", ""classifier.South African Ethnicity"", ""classifier.7-Digit Phone Number"", ""classifier.Japanese Phone Number"", ""classifier.Australian Phone Number near Term"", ""classifier.South African Phone Number near Term"", ""classifier.Saudi Phone Number (Narrow)"", ""classifier.Saudi Phone Number near Term"", ""classifier.Canadian Phone Number near Term"", ""classifier.UK Phone Number near Term"", ""classifier.Indonesian Phone Number (Narrow)"", ""classifier.Indonesian Phone Number near Term"", ""classifier.UK NINo"", ""classifier.US SSN"", ""classifier.Belgium National Number"", ""classifier.France INSEE"", ""classifier.Sweden Id Number"", ""classifier.German Ausweisnummer"", ""classifier.UK UTR"", ""classifier.German Tax ID Number"", ""classifier.Italian Codice Fiscale"", ""classifier.Dutch BSN"", ""classifier.Norwegian Birth number"", ""classifier.Finnish Personal Identity Code"", ""classifier.Spanish DNI Number"", ""classifier.Polish PESEL Number"", ""classifier.Brazilian Individual Taxpayer Registry Identification"", ""classifier.Brazilian Social Identification Number"", ""classifier.Brazilian Driver\'s License Number"", ""classifier.Brazilian National Health Card Number"", ""classifier.Brazilian Voter ID Number"", ""classifier.Brazilian Identity Card Number (Sao Paulo)"", ""classifier.Australian Medicare Card Number"", ""classifier.Australian Tax File Number (TFN)"", ""classifier.Japanese Individual Number (My Number)"", ""classifier.Thai ID Card Number"", ""classifier.Hong Kong HKID Number"", ""classifier.Singaporean NRIC number"", ""classifier.South Korean Resident Registration Number (RRN)"", ""classifier.People\'s Republic of China Citizen Identification Number"", ""classifier.French SIRET Number"", ""classifier.Portuguese Document Number"", ""classifier.Portuguese Social Security Number (NISS)"", ""classifier.Portuguese Tax Number (NIF) of Individuals"", ""classifier.Portuguese Tax Number (NIF) of Nonindividuals"", ""classifier.California License Plate"", ""classifier.Policy Number"", ""classifier.Japanese Individual Number (My Number)(Narrow)"", ""classifier.Individual Taxpayer Identification Number (ITIN)"", ""classifier.Canadian Social Insurance Number (SIN)"", ""classifier.US Passport Number"", ""classifier.US Visa Number"", ""classifier.Israeli ID Number"", ""classifier.US SSN near Term"", ""classifier.US Driver License Number"", ""classifier.ITIN near Term"", ""classifier.French Passport Number"", ""classifier.German Passport Number"", ""classifier.UK Driving licence Number"", ""classifier.US SSN (Narrow)"", ""classifier.South African ID Number"", ""classifier.UK NINo (Wide)"", ""classifier.California Driver License Number"", ""classifier.French NEPH"", ""classifier.Germany Driver License Number"", ""classifier.Argentinian Tax Identification Number (CUIT)"", ""classifier.Argentinian Employment Identification Number (CUIL)"", ""classifier.Austrian Social Security Number"", ""classifier.Greek Taxpayer Identification Number (AFM)"", ""classifier.Indian Aadhar"", ""classifier.Masked US SSN near Term"", ""classifier.Last Four US SSN Digits"", ""classifier.Irish Personal Public Service Number (PPS Number)"", ""classifier.Mexican Unique Population Registry Code (CURP)"", ""classifier.New Zealander NHI Number"", ""classifier.US Adoption Taxpayer Identification Number (ATIN)"", ""classifier.US PTIN near Term"", ""classifier.US EIN near Term"", ""classifier.Swiss Social Security Number"", ""classifier.Turkish Identification Number"", ""classifier.Emirati Identity Number"", ""classifier.UK Number Plate"", ""classifier.Brazilian Identity Card Number (Minas Gerais)"", ""classifier.Brazilian National Register of Legal Entities Number (CNPJ)"", ""classifier.Spanish Driver License Number"", ""classifier.Indian Permanent Account Number (PAN) of Individuals"", ""classifier.Indian Permanent Account Number (PAN) of Nonindividuals"", ""classifier.Legal Entity Identifier (LEI)"", ""classifier.Indonesian Population Identification Number (NIK)"", ""classifier.Indonesian Family Card Number (NKK)"", ""classifier.Indian Passport Number"", ""classifier.Honduran ID Number"", ""classifier.Ecuadorian Unique Identification Number (NUI)"", ""classifier.French National Identity Card Number (CNI) near Term"", ""classifier.Italian Identity Card Number (CIE) near Term"", ""classifier.Mexican Federal Taxpayers ID Number (RFC) of Individuals"", ""classifier.Mexican Federal Taxpayers ID Number (RFC) of Nonindividuals"", ""classifier.Italian Driver\'s License Number near Term"", ""classifier.Paraguayan National Identity Card Number near Term"", ""classifier.Spanish Social Security Number (NUSS)"", ""classifier.Spanish Passport Number near Term"", ""classifier.Spanish Passport Number near Term (Wide)"", ""classifier.Italian Passport Number near Term"", ""classifier.French Driver\'s License Number near Term"", ""classifier.Mexican Driver\'s License Number near Term"", ""classifier.Singaporean Driver\'s License Number near Term"", ""classifier.Swedish Coordination Number"", ""classifier.Malaysian National Registration Identity Card Number (NRIC) near Term"", ""classifier.Dutch RSIN"", ""classifier.Taiwan National ID Number"", ""classifier.South Korean Driving License Number near Term"", ""classifier.French SIREN Number"", ""classifier.French Tax Number"", ""classifier.South Korean Personal Customs Clearance Code near Term"", ""classifier.Philippine SSS Number near Term"", ""classifier.Japanese Driver\'s License Number"", ""classifier.Japanese Passport Number"", ""classifier.Chinese Passport Number near Term"", ""classifier.Dutch Passport Number near Term"", ""classifier.People\'s Republic of China Driver\'s License Number near Term"", ""classifier.Australian Passport Number near Term"", ""classifier.GeographicData"", ""classifier.ZIP+4 Code"", ""classifier.Israeli locality (Hebrew)"", ""classifier.Geolocation near Term"", ""classifier.Street Number and Name (English)"", ""classifier.Geolocation near Term"", ""classifier.US State"", ""classifier.US County"", ""classifier.Country"", ""classifier.US Populated Place"", ""classifier.Australian State or territory"", ""classifier.Australian State or territory Abbreviation"", ""classifier.New South Wales Populated Place"", ""classifier.Country of Residence"", ""classifier.Country of Origin"", ""classifier.US Area Code"", ""classifier.ZIP Code"", ""classifier.US State or territory Abbreviation"", ""classifier.US Address"", ""classifier.Brazilian State"", ""classifier.Country or Territory"", ""classifier.New Zealand Address"", ""classifier.Australian Address"", ""classifier.UK Address"", ""classifier.Canadian Address"", ""classifier.ZIP Code (Wide)"", ""classifier.UK Postcode near Term"", ""classifier.UK Postcode near Term (Wide)"", ""classifier.Canadian Postal Code near Term"", ""classifier.Canadian Postal Code near Term (Wide)"", ""classifier.Australian Postcode near Term (Medium)"", ""classifier.Australian Postcode near Term (Wide)"", ""classifier.Street Number and Name near Term (Spanish) (Narrow)"", ""classifier.Street Number and Name (Spanish)"", ""classifier.Cities (Spanish)"", ""classifier.Populated Place (Spanish Origin)"", ""classifier.People\'s Republic of China Provincial-Level Administrative Region (Chinese)"", ""classifier.People\'s Republic of China Provincial-Level Administrative Region (Chinese) (Narrow)"", ""classifier.People\'s Republic of China City (Chinese)"", ""classifier.People\'s Republic of China City (Chinese) (Narrow)"", ""classifier.Quebec Driver\'s License Number near Term"", ""classifier.Ontario Driver\'s License Number near Term"")', 'maxFindings': '1'}",True,,,VIOLATED,bigid,[],,catalog,63f46d3f59e430f8e6307c54,"Personal Identifiable Information (PII) is defined as any representation of information that permits the identity of an individual to whom the information applies to be reasonably inferred by either direct or indirect means. Sensitive PII includes but is not limited to Social Security Numbers, driver's license numbers, financial or medical records. The sensitivity level (High) is set by the 'Sensitivity Classification/sensitivity' rule. This data risk is considered high. ",[],high,Personal Identifiable Information with High Sensitivity
